run_id,bin,agreement_low,agreement_high,n,share,featured_fraction,majority_baseline,lift,error_share,accuracy,balanced_accuracy,auc_roc,ece,brier,arch,dataset,label_mode,policy,size,finetune,loss,train_size,seed,orientation_pooled,pretrained
cnn_deep_hard_d4_s128_full_bce_nfull_seed3,3,0.6,0.8,13454,0.2814173360107095,0.16701352757544224,0.8329864724245577,0.1633714880332987,0.017186951946685375,0.9963579604578564,0.9914093244459196,0.9998928605281944,0.008703038332157485,0.003499959573735838,cnn_deep,gz2,hard,d4,128,full,bce,0,3,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed3,4,0.8,1.0,16549,0.34615545515394913,0.22859387274155538,0.7714061272584446,0.22811045984651646,0.0028060329708874078,0.999516587104961,0.9990356418170474,0.9999989336100398,0.0017191584925342874,0.0005210926144388296,cnn_deep,gz2,hard,d4,128,full,bce,0,3,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed4,0,0.0,0.2,5122,0.10713688085676037,0.4328387348691917,0.5671612651308082,0.0778992581023038,0.6390158172231986,0.645060523233112,0.6368830434826489,0.6871235958719859,0.13992491416430924,0.24450555932503654,cnn_deep,gz2,hard,d4,128,full,bce,0,4,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed4,1,0.2,0.4,5706,0.11935240963855422,0.38310550297932,0.61689449702068,0.2539432176656151,0.25905096660808435,0.8708377146862951,0.8600325937785911,0.9328642237794229,0.019752118541750387,0.09806558797812504,cnn_deep,gz2,hard,d4,128,full,bce,0,4,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed4,2,0.4,0.6,6977,0.14593791834002678,0.29281926329367924,0.7071807367063208,0.2601404615164111,0.08014059753954306,0.9673211982227319,0.956532147003193,0.9937409240049911,0.028877185777383036,0.027161472935701668,cnn_deep,gz2,hard,d4,128,full,bce,0,4,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed4,3,0.6,0.8,13454,0.2814173360107095,0.16701352757544224,0.8329864724245577,0.16307417868291962,0.018629173989455183,0.9960606511074773,0.9910529606134573,0.9998394496350963,0.009541610208459905,0.003912672119412005,cnn_deep,gz2,hard,d4,128,full,bce,0,4,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed4,4,0.8,1.0,16549,0.34615545515394913,0.22859387274155538,0.7714061272584446,0.22805003323463657,0.003163444639718805,0.9994561604930812,0.9988104678826328,0.999999523748173,0.001991443934847406,0.0005121451309131329,cnn_deep,gz2,hard,d4,128,full,bce,0,4,False,True
cnn_deep_reg_hard_d4_s128_full_bce_nfull_seed0,0,0.0,0.2,5122,0.10713688085676037,0.4328387348691917,0.5671612651308082,0.07692307692307698,0.6279710644161213,0.6440843420538852,0.6393340615506682,0.6869153008709883,0.1201712975875642,0.24099687066939324,cnn_deep_reg,gz2,hard,d4,128,full,bce,0,0,False,True
cnn_deep_reg_hard_d4_s128_full_bce_nfull_seed0,1,0.2,0.4,5706,0.11935240963855422,0.38310550297932,0.61689449702068,0.24535576586049768,0.2707543920082673,0.8622502628811777,0.8544592915661648,0.929844295828828,0.03224165059954659,0.10193782676129069,cnn_deep_reg,gz2,hard,d4,128,full,bce,0,0,False,True
cnn_deep_reg_hard_d4_s128_full_bce_nfull_seed0,2,0.4,0.6,6977,0.14593791834002678,0.29281926329367924,0.7071807367063208,0.2598538053604701,0.0792283844299001,0.9670345420667908,0.9579068768934467,0.993244056990354,0.04251578235339459,0.029554058707206614,cnn_deep_reg,gz2,hard,d4,128,full,bce,0,0,False,True
cnn_deep_reg_hard_d4_s128_full_bce_nfull_seed0,3,0.6,0.8,13454,0.2814173360107095,0.16701352757544224,0.8329864724245577,0.16292552400773008,0.018945918015845678,0.9959119964322878,0.9902521149025962,0.9998181051332078,0.013686346604608796,0.00476619655689466,cnn_deep_reg,gz2,hard,d4,128,full,bce,0,0,False,True
cnn_deep_reg_hard_d4_s128_full_bce_nfull_seed0,4,0.8,1.0,16549,0.34615545515394913,0.22859387274155538,0.7714061272584446,0.22805003323463657,0.003100241129865656,0.9994561604930812,0.9988104678826328,0.9999986126577216,0.003165449804460418,0.0007384248033357604,cnn_deep_reg,gz2,hard,d4,128,full,bce,0,0,False,True
cnn_deep_reg_hard_d4_s128_full_bce_nfull_seed1,0,0.0,0.2,5122,0.10713688085676037,0.4328387348691917,0.5671612651308082,0.07340882467786025,0.6300479123887748,0.6405700898086685,0.63228339610132,0.6856025687905304,0.12367835101319954,0.24038145945717443,cnn_deep_reg,gz2,hard,d4,128,full,bce,0,1,False,True
cnn_deep_reg_hard_d4_s128_full_bce_nfull_seed1,1,0.2,0.4,5706,0.11935240963855422,0.38310550297932,0.61689449702068,0.24640729057132837,0.2669404517453799,0.8633017875920084,0.8529711282541795,0.9292308232138402,0.030821521586249182,0.10149994735474127,cnn_deep_reg,gz2,hard,d4,128,full,bce,0,1,False,True
cnn_deep_reg_hard_d4_s128_full_bce_nfull_seed1,2,0.4,0.6,6977,0.14593791834002678,0.29281926329367924,0.7071807367063208,0.2594238211265587,0.07973990417522245,0.9666045578328795,0.9538744516209164,0.993382844442381,0.03991533275208087,0.02931119440084304,cnn_deep_reg,gz2,hard,d4,128,full,bce,0,1,False,True
